Address,Title_link,SaleDate,Thumbnail,SalePrice,Sqft,Street,CityStateZip,Zip,Baths,Beds,Sqft2,LotSize,PriceHistory
"15 Denny Cir, Newark, DE",https://www.zillow.com/homedetails/15-Denny-Cir-Newark-DE-19702/72916534_zpid/,05/07/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$197,500","1,825",15 Denny Cir,"Newark, DE 19702",19702,3,3,"1,825","3,485","5/3/2019Sold$197,500-1.3%Adam Dorosky3/19/2019Listing removed$200,000--1/28/2019Listed for sale$200,000+57.6%2/28/2002Sold$126,875--Report issue with price history"
"26 Boggs Ln, Bear, DE",https://www.zillow.com/homedetails/26-Boggs-Ln-Bear-DE-19701/72918162_zpid/,days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$171,000","1,750",,,,,,,,
"129 Felix Dr, Newark, DE",https://www.zillow.com/homedetails/129-Felix-Dr-Newark-DE-19713/245969263_zpid/,05/03/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$312,990","1,907",129 Felix Dr,"Newark, DE 19713",19713,2.5,3,"1,907","1,742","DateEventPrice$/sqftSource5/3/2019Sold$312,990-2.2%$164Public Record3/20/2019Pending sale$319,990--$168Long & Foster - Hockessin2/9/2019Listed for sale$319,990--$168L&F - HockessinReport issue with price history"
"193 Darling St, Newark, DE",https://www.zillow.com/homedetails/193-Darling-St-Newark-DE-19702/73043810_zpid/,05/03/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$200,000","1,650",193 Darling St,"Newark, DE 19702",19702,2.5,3,"1,650","2,178","DateEventPrice$/sqftSource5/3/2019Sold$200,000--$121Public Record6/3/2016Listing removed$1,425/mo--$1Harrison Properties Ltd4/23/2003Sold$149,900+14%$91Public Record3/1/2001Sold$131,451--$80Public RecordReport issue with price history"
"120 Darling St, Newark, DE",https://www.zillow.com/homedetails/120-Darling-St-Newark-DE-19702/73043898_zpid/,05/02/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$168,000","1,675",120 Darling St,"Newark, DE 19702",19702,3,3,"1,675","8,276","5/2/2019Sold$168,000-25.3%4/1/2019Listing removed$224,900--3/4/2019Listed for sale$224,900+19.9%3/16/2015Sold$187,500-1.3%Team Endrich3/16/2015Listing removed$189,900--3/16/2015Pending sale$189,900--3/13/2015Listed for sale$189,900--1/30/2015Listing removed$189,900--1/22/2015Listed for sale$189,900--Report issue with price history"
"323 Goldsmith Ln, Newark, DE",https://www.zillow.com/homedetails/323-Goldsmith-Ln-Newark-DE-19702/73042460_zpid/,04/22/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$185,000","1,700",323 Goldsmith Ln,"Newark, DE 19702",19702,3,3,"1,700","1,742",
"203 Dunsmore Dr, Newark, DE",https://www.zillow.com/homedetails/203-Dunsmore-Dr-Newark-DE-19713/73038913_zpid/,04/18/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$258,000","1,650",203 Dunsmore Dr,"Newark, DE 19713",19713,2.5,3,"1,650","6,534","4/18/2019Sold$258,000-0.4%Team Freebery4/2/2019Price change$259,000+1.6%3/16/2019Price change$255,000-1.5%2/21/2019Pending sale$259,000--2/5/2019Listed for sale$259,000+23.3%2/7/2013Sold$210,000--Team Freebery1/29/2013Listing removed$210,000--12/23/2012Price change$210,000+5%12/20/2012Price change$200,000-4.8%11/26/2012Price change$210,000+5%10/10/2012Pending sale$200,000--8/18/2012Back on market$200,000--8/16/2012Pending sale$200,000--8/4/2012Back on market$200,000--7/17/2012Pending sale$200,000--6/5/2012Price change$200,000-11.1%5/12/2012Listed for sale$225,000-16.4%7/24/2008Sold$269,000+0.5%Mark Adcock6/12/2008Listing removed$267,570--5/30/2008Price change$267,570+70.4%5/5/2008Listed for sale----4/2/2002Sold$157,000--Report issue with price history"
"16 Alexis Dr, Newark, DE",https://www.zillow.com/homedetails/16-Alexis-Dr-Newark-DE-19702/73039870_zpid/,hour ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$133,000","1,550",,,,,,,,
"30 Lisa Dr, Newark, DE",https://www.zillow.com/homedetails/30-Lisa-Dr-Newark-DE-19702/73043926_zpid/,04/16/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$168,000","1,975",30 Lisa Dr,"Newark, DE 19702",19702,2.5,3,"1,975","2,178","DateEventPrice$/sqftSource4/16/2019Sold$168,000+1027.5%$85Public Record1/7/2019Sold$14,900-92.9%$8Public Record12/12/2018Listed for sale$210,000+6.6%$106USRealty.com LLP12/1/2009Sold$197,000-8.3%$100Public Record7/5/2009Listing removed$214,900--$109RE/MAX Central (Bear)4/17/2009Listed for sale$214,900--$109Homes & LandReport issue with price history"
"142 Couples Dr, Newark, DE",https://www.zillow.com/homedetails/142-Couples-Dr-Newark-DE-19702/72881113_zpid/,04/04/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$216,000","1,800",142 Couples Dr,"Newark, DE 19702",19702,3,3,"1,800","2,178","4/4/2019Sold$216,000-4%2/22/2019Sold$225,000--Vess Hipp2/8/2019Listed for sale$225,000--7/15/2008Sold$225,000--Report issue with price history"
"1638 Smith Way, Newark, DE",https://www.zillow.com/homedetails/1638-Smith-Way-Newark-DE-19702/72878378_zpid/,04/03/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$240,000","1,825",1638 Smith Way,"Newark, DE 19702",19702,1.5,4,"1,825",,"DateEventPrice$/sqftSource4/3/2019Sold$240,000-22.6%$132Public Record2/11/2019Listing removed$310,000--$170Patterson-Schwartz Real Estate11/15/2018Price change$310,000-2.2%$170Patterson-Schwartz Real Estate9/24/2018Price change$317,000-2.5%$174Patterson-Schwartz Real Estate8/1/2018Listed for sale$324,999+18.2%$178Patterson-Schwartz Real Estate8/1/2012Sold$275,000-15.4%$151Public Record12/18/2009Listed for sale$324,985--$178RE/MAX AssociatesReport issue with price history"
"138 Creekmont Ct, Newark, DE",https://www.zillow.com/homedetails/138-Creekmont-Ct-Newark-DE-19702/73043119_zpid/,03/27/2019,https://photos.zillowstatic.com/p_e/ISm6jtfm72mbtu0000000000.jpg,"$215,000","1,500",138 Creekmont Ct,"Newark, DE 19702",19702,2.5,2,"1,500","2,613","3/22/2019Sold$215,000--Mia Burch2/9/2019Pending sale$215,000--2/6/2019Listed for sale$215,000+10.3%3/31/2010Sold$195,000-5.8%3/12/2010Listing removed$206,900-10%12/17/2009Price change$229,900+11.1%10/2/2009Price change$206,900-10%8/15/2009Price change$229,900+2.2%7/24/2009Price change$224,900-4.3%7/17/2009Listed for sale$234,900+51.4%11/27/2002Sold$155,140-83%11/2/2001Sold$915,000--Report issue with price history"
"64 Devalinder Dr, Newark, DE",https://www.zillow.com/homedetails/64-Devalinder-Dr-Newark-DE-19702/178726856_zpid/,03/26/2019,https://photos.zillowstatic.com/p_e/IS6uu912pkwr821000000000.jpg,"$340,000","1,750",64 Devalinder Dr,"Newark, DE 19702",19702,2,2,"1,750","5,227","3/26/2019Sold$340,000-1.4%2/16/2019Pending sale$345,000--1/3/2019Price change$345,000-0.1%1/1/2019Price change$345,500+0.1%11/7/2018Price change$345,000-2.8%9/25/2018Listed for sale$355,000--8/15/2018Listing removed$355,000--8/4/2018Listed for sale$355,000+4.4%7/16/2014Sold$340,000+264%Marie Constantini11/5/2013Sold$93,404--Report issue with price history"
"160 Mccormick Blvd, Newark, DE",https://www.zillow.com/homedetails/160-Mccormick-Blvd-Newark-DE-19702/72882425_zpid/,03/18/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.616290,-75.761507&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=pP28HdIbstOMYBe0Khv_BQwGucY=","$290,000","1,800",160 Mccormick Blvd,"Newark, DE 19702",19702,2.5,4,"1,800","6,534","DateEventPrice$/sqftSource3/18/2019Sold$290,000-10.5%$161Public Record2/12/2019Listing removed$324,000--$180Patterson-Schwartz Real Estate1/30/2019Price change$324,000-8.7%$180Patterson-Schwartz Real Estate10/9/2018Price change$354,900-2.8%$197Patterson-Schwartz Real Estate9/27/2018Listed for sale$365,000--$203Patterson-Schwartz Real EstateReport issue with price history"
"216 Bellwether Ct, Newark, DE",https://www.zillow.com/homedetails/216-Bellwether-Ct-Newark-DE-19702/72917518_zpid/,03/06/2019,https://photos.zillowstatic.com/p_e/IS-pzm19ttp6hy5.jpg,"$184,900","1,450",216 Bellwether Ct,"Newark, DE 19702",19702,2,3,"1,450","2,178","2/28/2019Sold$184,900--Kathy Melcher2/21/2019Pending sale$184,900--1/18/2019Listed for sale$184,900--4/18/2013Listing removed$1,300--2/17/2013Listed for rent$1,300--1/27/2004Sold$140,000+154.8%3/16/2001Sold$54,950--Report issue with price history"
"123 Felix Dr, Newark, DE",https://www.zillow.com/homedetails/123-Felix-Dr-Newark-DE-19713/245969260_zpid/,03/05/2019,https://photos.zillowstatic.com/p_e/ISm639t63d05k11000000000.jpg,"$292,000","1,917",123 Felix Dr,"Newark, DE 19713",19713,2.5,3,"1,917","1,742","DateEventPrice$/sqftSource3/5/2019Sold$292,000-2.7%$152Public Record2/25/2019Pending sale$299,990--$156Long & Foster - Hockessin2/9/2019Listed for sale$299,990--$156L&F - HockessinReport issue with price history"
"127 Lauren Pl, Newark, DE",https://www.zillow.com/homedetails/127-Lauren-Pl-Newark-DE-19702/73042979_zpid/,02/28/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.646879,-75.680984&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=BN6pJrS-ywaDyo_4B8aHGOSmPgI=","$183,000","1,600",127 Lauren Pl,"Newark, DE 19702",19702,1.5,2,"1,600","1,742","2/28/2019Sold$183,000-3.7%Erica Rose12/31/2018Listing removed$190,000--11/8/2018Listed for sale$190,000--11/1/2017Listing removed$1,275--11/1/2017Listing removed$179,900--9/18/2017Price change$179,900-0.1%8/25/2017Price change$180,000-2.7%8/16/2017Price change$184,900-1.1%7/31/2017Price change$186,900-1.1%6/10/2017Back on market$189,000+2.2%12/3/2013Listing removed$185,000--10/13/2013Listing removed$1,200--10/13/2013Listed for rent$1,200--6/27/2013Listed for sale$185,000+55.5%5/21/2001Sold$119,000--Report issue with price history"
"234 Jasmine Ln, Newark, DE",https://www.zillow.com/homedetails/234-Jasmine-Ln-Newark-DE-19702/72886325_zpid/,02/26/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.601058,-75.764866&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=pdfLzKPmy9v2mXgoL-brzR0hj8o=","$169,900","1,150",234 Jasmine Ln,"Newark, DE 19702",19702,2,2,"1,150","2,178","5/21/2019Listing removed$217,900--5/10/2019Price change$217,900-0.5%4/16/2019Price change$218,900-0.5%3/27/2019Listed for sale$219,900+29.4%2/22/2019Sold$169,900-15%Crystal Wright2/11/2019Listing removed$199,900--2/1/2019Listed for sale$199,900+38.8%4/6/2013Listing removed$144,000--11/28/2012Price change$144,000-3.4%10/24/2012Price change$149,000-6.3%9/8/2012Listed for sale$159,000-21.6%5/1/2006Sold$202,900--Report issue with price history"
"34 Alexis Dr, Newark, DE",https://www.zillow.com/homedetails/34-Alexis-Dr-Newark-DE-19702/73039787_zpid/,02/15/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.664349,-75.683660&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=pOCUGZDSN_ncsL9BvkUh3Q0DsTE=","$187,900","1,175",34 Alexis Dr,"Newark, DE 19702",19702,4,2,"1,175","3,049","2/15/2019Sold$187,900--Patricia Wolf12/17/2018Pending sale$187,900--11/26/2018Price change$187,900-3.6%11/13/2018Listed for sale$194,900--Report issue with price history"
"26 Saratoga Ct, Newark, DE",https://www.zillow.com/homedetails/26-Saratoga-Ct-Newark-DE-19702/72917127_zpid/,02/15/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$269,000","1,700",26 Saratoga Ct,"Newark, DE 19702",19702,1.5,3,"1,700","7,405","2/15/2019Sold$269,000-2.1%David Maio Williams, Jonathan Edler10/31/2018Pending sale$274,900--10/23/2018Price change$274,9000%10/17/2018Price change$274,9990%10/11/2018Price change$275,000-3.5%10/1/2018Price change$285,000-3.4%9/21/2018Listed for sale$294,999+490%3/29/2018Sold$50,000--Report issue with price history"
"10 E Village Rd, Newark, DE",https://www.zillow.com/homedetails/10-E-Village-Rd-Newark-DE-19713/72933232_zpid/,02/15/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$170,000","1,125",10 E Village Rd,"Newark, DE 19713",19713,1,2,"1,125",,"2/15/2019Sold$170,000--Sue Bryde1/7/2019Pending sale$170,000--12/13/2018Listed for sale$170,000--Report issue with price history"
"26 Woodcrest Ct, Newark, DE",https://www.zillow.com/homedetails/26-Woodcrest-Ct-Newark-DE-19702/73042308_zpid/,02/11/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$210,000","1,450",26 Woodcrest Ct,"Newark, DE 19702",19702,3,2,"1,450","2,614","2/7/2019Sold$210,000+0%Riggin Group Real Estate12/31/2018Pending sale$209,900--12/16/2018Listed for sale$209,900+19.9%5/3/2017Listing removed$175,000--2/2/2017Listed for sale$175,000--Report issue with price history"
"102 Christina Louise Ct, Newark, DE",https://www.zillow.com/homedetails/102-Christina-Louise-Ct-Newark-DE-19702/81731478_zpid/,02/05/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$366,000","1,414",102 Christina Louise Ct,"Newark, DE 19702",19702,3,4,"1,414","8,276","2/5/2019Sold$366,000-1.1%Applebaum Nolte1/8/2019Price change$369,900-1.4%11/2/2018Price change$375,000-3.8%10/22/2018Price change$390,000-2.5%7/19/2018Listed for sale$400,000+4.2%9/19/2006Sold$383,700-5.7%8/9/2006Sold$406,919--Report issue with price history"
"195 Darling St, Newark, DE",https://www.zillow.com/homedetails/195-Darling-St-Newark-DE-19702/73043809_zpid/,02/05/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$205,000","1,825",195 Darling St,"Newark, DE 19702",19702,2.5,3,"1,825","2,178","DateEventPrice$/sqftSource2/5/2019Sold$205,000-2.3%$112Public Record1/25/2019Listing removed$209,900--$115Patterson-Schwartz Real Estate11/28/2018Price change$209,900-2.3%$115Patterson-Schwartz Real Estate10/22/2018Listed for sale$214,900+43.3%$118Patterson-Schwartz Real Estate4/26/2018Sold$150,000-11.2%$82Public Record3/14/2018Listing removed$169,000--$93Patterson-Schwartz Real Estate2/12/2018Price change$169,000-6.1%$93Patterson-Schwartz Real Estate2/6/2018Listed for sale$179,900-16.3%$99Patterson-Schwartz Real Estate2/28/2007Sold$215,000+69%$118Public Record3/14/2001Sold$127,255--$70Public RecordReport issue with price history"
"1780 Brigade Ct, Newark, DE",https://www.zillow.com/homedetails/1780-Brigade-Ct-Newark-DE-19702/178720694_zpid/,01/31/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$330,000","1,900",1780 Brigade Ct,"Newark, DE 19702",19702,3,4,"1,900",,"1/31/2019Sold$330,000-1.5%Megan Aitken12/25/2018Pending sale$334,900--12/13/2018Price change$334,900-1.5%10/7/2018Price change$339,900-1.2%9/23/2018Price change$344,000-1.4%8/27/2018Listed for sale$349,000-49.7%7/25/2013Sold$694,198+40.2%5/11/2011Sold$495,000--Report issue with price history"
"41 Chambord Dr, Newark, DE",https://www.zillow.com/homedetails/41-Chambord-Dr-Newark-DE-19702/72885600_zpid/,01/31/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$199,900","1,800",41 Chambord Dr,"Newark, DE 19702",19702,2,3,"1,800","3,484","1/30/2019Sold$199,900--Joseph Hicks1/1/2019Pending sale$199,900--12/27/2018Listed for sale$199,900+12.9%7/15/2004Sold$177,000--Kimberlyn AllenReport issue with price history"
"12 Dovetree Dr, Newark, DE",https://www.zillow.com/homedetails/12-Dovetree-Dr-Newark-DE-19713/73040530_zpid/,01/28/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$187,000","1,730",12 Dovetree Dr,"Newark, DE 19713",19713,2.5,3,"1,730","2,178","DateEventPrice$/sqftSource1/28/2019Sold$187,000--$108Public Record1/11/2019Listed for rent$1,350/mo--$1RE/MAX Sunvest Realty10/25/2018Listing removed$199,985--$116RE/MAX Premier Properties8/27/2018Price change$199,985-3.6%$116RE/MAX Premier Properties8/13/2018Price change$207,485-1.2%$120RE/MAX Premier Properties7/25/2018Listed for sale$209,985--$121RE/MAX Premier PropertiesReport issue with price history"
"523 Jacobsen Dr, Newark, DE",https://www.zillow.com/homedetails/523-Jacobsen-Dr-Newark-DE-19702/118667911_zpid/,01/25/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$250,000","2,000",523 Jacobsen Dr,"Newark, DE 19702",19702,3,2,"2,000",,"1/25/2019Sold$250,000+2.1%Chris Black12/6/2018Pending sale$244,900--11/19/2018Price change$244,900-2%10/10/2018Listed for sale$250,000+8.7%10/8/2015Listing removed$230,000--8/20/2015Price change$230,000-4.2%5/5/2015Price change$240,000-4%3/27/2015Price change$250,000-3.8%3/12/2015Listed for sale$260,000+6.5%6/22/2011Sold$244,150--Report issue with price history"
