Address,Title_link,SaleDate,Thumbnail,SalePrice,Sqft,Street,CityStateZip,Zip,Baths,Beds,Sqft2,LotSize,PriceHistory
"3 Thunder Gulch, Newark, DE",https://www.zillow.com/homedetails/3-Thunder-Gulch-Newark-DE-19702/72880085_zpid/,05/02/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$351,000","2,800",3 Thunder Gulch,"Newark, DE 19702",19702,3,4,"2,800",,"5/2/2019Sold$351,000+0.3%David Landon3/26/2019Listing removed$350,000--3/20/2019Listed for sale$350,000--Report issue with price history"
"188 Haut Brion Ave, Newark, DE",https://www.zillow.com/homedetails/188-Haut-Brion-Ave-Newark-DE-19702/72888395_zpid/,05/02/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$464,900","5,000",188 Haut Brion Ave,"Newark, DE 19702",19702,4,5,"5,000","8,712","4/29/2019Sold$464,900--Joseph Hicks3/4/2019Pending sale$464,900--2/26/2019Price change$464,900-1.1%1/24/2019Price change$469,900-1.1%12/11/2018Price change$474,900-2.1%11/8/2018Price change$484,900-2%10/9/2018Listed for sale$494,900+24%9/4/2014Sold$399,000--Lauri Brockson7/21/2014Listing removed$399,000--7/15/2014Listed for sale$399,000+9.1%1/9/2009Sold$365,735-18.7%Lauri Brockson5/28/2008Listing removed$449,993--1/18/2008Price change$449,993-4.3%11/28/2007Listed for sale$469,993+14.9%10/26/2005Sold$409,216--Report issue with price history"
"239 E Flagstone Dr, Newark, DE",https://www.zillow.com/homedetails/239-E-Flagstone-Dr-Newark-DE-19702/72879826_zpid/,05/02/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$324,000","2,024",239 E Flagstone Dr,"Newark, DE 19702",19702,3,4,"2,024","8,712","4/30/2019Sold$324,000-0.3%Andrea Harrington3/17/2019Pending sale$324,900--3/13/2019Listed for sale$324,900+54.7%7/20/2001Sold$210,000--Report issue with price history"
"2 Penny Ln, Newark, DE",https://www.zillow.com/homedetails/2-Penny-Ln-Newark-DE-19702/73041145_zpid/,04/30/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$330,000","3,900",2 Penny Ln,"Newark, DE 19702",19702,4,4,"3,900",,"4/30/2019Sold$330,000-2.9%Xiaoli Shang2/8/2019Pending sale$340,000--2/5/2019Listed for sale$340,000--Report issue with price history"
"361 Latrobe Dr, Newark, DE",https://www.zillow.com/homedetails/361-Latrobe-Dr-Newark-DE-19702/118667104_zpid/,04/26/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$270,000","2,250",361 Latrobe Dr,"Newark, DE 19702",19702,3,3,"2,250","2,614","4/24/2019Sold$270,000-3.5%Jason Zang4/5/2019Pending sale$279,900--3/11/2019Listed for sale$279,900+24.4%4/27/2012Sold$225,000--John McNamaraReport issue with price history"
"418 Tree Of Heaven Way, Newark, DE",https://www.zillow.com/homedetails/418-Tree-Of-Heaven-Way-Newark-DE-19713/245969975_zpid/,video iconVideo Walkthrough,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$389,990","3,154",418 Tree Of Heaven Way,"Newark, DE 19713",19713,2.5,3,"3,154",,"DateEventPrice$/sqftSource4/26/2019Sold$389,990--$124Public Record3/28/2019Pending sale$389,990--$124Long & Foster - Hockessin2/13/2019Price change$389,990-1.5%$124Ryan Homes1/23/2019Price change$396,100-5%$126Long & Foster - Hockessin1/11/2019Listed for sale$417,095--$132L&F - HockessinReport issue with price history"
"229 Margaux Cir, Newark, DE",https://www.zillow.com/homedetails/229-Margaux-Cir-Newark-DE-19702/72888428_zpid/,04/23/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$420,000","3,500",229 Margaux Cir,"Newark, DE 19702",19702,3,4,"3,500","7,840","4/23/2019Sold$420,000-1.2%Leann Murphy2/22/2019Pending sale$425,000--2/15/2019Listed for sale$425,000+11.8%12/11/2015Sold$380,000-7.3%11/4/2015Listing removed$410,000--10/21/2015Listed for sale$410,000+9.3%12/17/2008Sold$375,000+4.9%2/3/2004Sold$357,470--Report issue with price history"
"372 N Barrington Ct, Newark, DE",https://www.zillow.com/homedetails/372-N-Barrington-Ct-Newark-DE-19702/72884741_zpid/,05/31/2019,https://photos.zillowstatic.com/p_e/ISa5qg5c8ngzdj1000000000.jpg,"$225,000","2,108",372 N Barrington Ct,"Newark, DE 19702",19702,3,2,"2,108","3,920","5/31/2019Sold$225,000+0%Renee Spruiel4/24/2019Pending sale$224,900--4/18/2019Listed for sale$224,900+7.1%1/20/2009Sold$210,000--12/9/2008Sold$210,000-6.6%11/21/2008Listing removed$224,900--10/23/2008Listed for sale$224,900+46%5/1/2002Sold$154,000--Report issue with price history"
"825 Colorado Dr, Newark, DE",https://www.zillow.com/homedetails/825-Colorado-Dr-Newark-DE-19713/113186622_zpid/,04/22/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.652768,-75.766074&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=Q_kD1qAADKJLd-Gq_IPYrLorNew=","$466,500","3,475",825 Colorado Dr,"Newark, DE 19713",19713,2.5,4,"3,475","9,583","4/11/2019Sold$466,500-1.4%Debbie Baker, Raju Danthuluri3/17/2019Listing removed$472,900--2/28/2019Price change$472,900-0.4%2/14/2019Listed for sale$474,900--12/26/2018Listing removed$474,900--12/11/2018Price change$474,900-0.9%10/25/2018Listed for sale$479,000-0.2%11/3/2011Sold$480,000-87%6/28/2006Sold$3,686,000--Report issue with price history"
"127 Felix Dr, Newark, DE",https://www.zillow.com/homedetails/127-Felix-Dr-Newark-DE-19713/245969262_zpid/,04/18/2019,https://photos.zillowstatic.com/p_e/IS6uykstuwjak11000000000.jpg,"$327,990","2,237",127 Felix Dr,"Newark, DE 19713",19713,2.5,3,"2,237","1,742","DateEventPrice$/sqftSource4/18/2019Sold$327,990-0.6%$147Public Record2/25/2019Pending sale$329,990--$148Long & Foster - Hockessin2/9/2019Listed for sale$329,990--$148L&F - HockessinReport issue with price history"
"119 Richards Ln, Newark, DE",https://www.zillow.com/homedetails/119-Richards-Ln-Newark-DE-19711/73030944_zpid/,04/17/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.702540,-75.699038&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=ni_6_LlHjm3Y2e211QOA2pahkBc=","$152,000","15,500",119 Richards Ln,"Newark, DE 19711",19711,,3,"15,500","4,356","4/17/2019Sold$152,000+11592.3%9/13/2013Sold$1,300--Yasmin Bowman9/6/2013Listed for sale$1,300-99.4%5/25/2006Sold$212,000--Report issue with price history"
"458 Jacobsen Dr, Newark, DE",https://www.zillow.com/homedetails/458-Jacobsen-Dr-Newark-DE-19702/102679023_zpid/,04/17/2019,"https://maps.googleapis.com/maps/api/staticmap?center=39.665120,-75.671469&zoom=17&size=600x328&maptype=satellite&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=IYYDf2e00m_09SiLjY_W3k5QETY=","$265,000","2,386",458 Jacobsen Dr,"Newark, DE 19702",19702,3.5,3,"2,386",,"DateEventPrice$/sqftSource4/17/2019Sold$265,000-1.8%$111Public Record2/4/2019Listing removed$269,900--$113Redfin Corporation1/24/2019Listed for sale$269,900+109.5%$113Redfin Corporation2/5/2010Sold$128,804--$54Public RecordReport issue with price history"
"6 Bristol Knoll Rd, Newark, DE",https://www.zillow.com/homedetails/6-Bristol-Knoll-Rd-Newark-DE-19711/178676393_zpid/,04/15/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.709018,-75.775838&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=5J77otxpHPpdy5a3pbwfeVzMYuk=","$349,999","2,225",6 Bristol Knoll Rd,"Newark, DE 19711",19711,2,4,"2,225",,"4/9/2019Sold$349,999--Kristin Lewis, Nikolina3/18/2019Pending sale$349,999--3/15/2019Listed for sale$349,999+98.6%2/4/2014Sold$176,250-18%1/3/2001Sold$215,000--Report issue with price history"
"40 Arizona State Dr, Newark, DE",https://www.zillow.com/homedetails/40-Arizona-State-Dr-Newark-DE-19713/72899990_zpid/,04/09/2019,https://photos.zillowstatic.com/p_e/ISybr03ojw1ll00000000000.jpg,"$360,000","2,025",40 Arizona State Dr,"Newark, DE 19713",19713,3,3,"2,025",,"3/29/2019Sold$360,000+1.4%George Manolakos2/11/2019Listing removed$354,900--2/7/2019Listed for sale$354,900+1.4%11/21/2018Listing removed$349,900--10/31/2018Price change$349,900-2.8%8/20/2018Price change$359,900-2.7%6/4/2018Price change$369,900-2.6%3/29/2018Listed for sale$379,900--Report issue with price history"
"7 1/4 Rose Cir, Newark, DE",https://www.zillow.com/homedetails/7-1-4-Rose-Cir-Newark-DE-19711/73030993_zpid/,04/08/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.698350,-75.712439&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=2wBzM2ytS0T2cTw1S_jMVyy_OlA=","$265,000","2,260",7 1/4 Rose Cir,"Newark, DE 19711",19711,2,4,"2,260","8,712","4/8/2019Sold$265,000-1.1%Moran Murray1/16/2019Listing removed$267,900--12/17/2018Pending sale$267,900--11/6/2018Price change$267,900-1.8%9/23/2018Price change$272,900-0.7%8/7/2018Price change$274,900-4.9%7/21/2018Price change$289,000-3.3%7/13/2018Price change$299,000-3.5%6/5/2018Price change$310,000+12.8%5/9/2018Price change$274,900-12.7%3/29/2018Price change$314,900-3.1%1/24/2018Listed for sale$325,000+16.1%5/9/2008Listing removed$279,900--4/20/2008Price change$279,900-3.4%4/5/2008Listed for sale$289,900+1832.7%3/8/2002Sold$15,000--Report issue with price history"
"503 Wake Forest Dr, Newark, DE",https://www.zillow.com/homedetails/503-Wake-Forest-Dr-Newark-DE-19713/72899862_zpid/,04/05/2019,https://photos.zillowstatic.com/p_e/ISxjlh6w7fuwne0000000000.jpg,"$368,000","2,900",503 Wake Forest Dr,"Newark, DE 19713",19713,3,4,"2,900","9,583","4/1/2019Sold$368,000-1.9%Jared Bowers, Chris Black2/14/2019Pending sale$375,000--2/5/2019Listed for sale$375,000+1.6%8/21/2015Listing removed$369,000--6/29/2015Listed for sale$369,000+0.8%1/21/2005Sold$366,205--Report issue with price history"
"428 Welsh Hill Rd, Newark, DE",https://www.zillow.com/homedetails/428-Welsh-Hill-Rd-Newark-DE-19702/178717611_zpid/,04/03/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$410,000","2,750",428 Welsh Hill Rd,"Newark, DE 19702",19702,2,3,"2,750","9,147","4/3/2019Sold$410,000-2.4%Leann Murphy4/2/2019Back on market$419,900--2/23/2019Pending sale$419,900--2/10/2019Listed for sale$419,900+1.7%5/6/2014Sold$412,855--Report issue with price history"
"4 Rita Ct, Newark, DE",https://www.zillow.com/homedetails/4-Rita-Ct-Newark-DE-19702/73041101_zpid/,04/01/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$340,000","3,225",4 Rita Ct,"Newark, DE 19702",19702,2.5,4,"3,225","9,147","DateEventPrice$/sqftSource4/1/2019Sold$340,000-8.1%$105Public Record3/5/2019Listing removed$369,999--$115Keller William Realty3/1/2019Pending sale$369,999--$115Keller William Realty2/18/2019Price change$369,999-2.6%$115Keller William Realty1/3/2019Price change$379,999-6.4%$118Keller William Realty12/14/2018Price change$405,999-1%$126Keller William Realty12/3/2018Price change$410,000-1.2%$127Keller William Realty12/2/2018Listed for sale$415,000+27.7%$129Keller Williams Real Estate-Ne6/16/2004Sold$325,000--$101Public RecordReport issue with price history"
"57 Calvarese Dr, Bear, DE",https://www.zillow.com/homedetails/57-Calvarese-Dr-Bear-DE-19701/81732060_zpid/,03/20/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$432,500","5,469",57 Calvarese Dr,"Bear, DE 19701",19701,4,5,"5,469",,"DateEventPrice$/sqftSource3/20/2019Sold$432,500-1%$79Public Record3/6/2019Pending sale$437,000--$80BHHS Fox & Roach Newark3/6/2019Back on market$437,000--$80BHHS Fox & Roach Newark2/14/2019Pending sale$437,000--$80BHHS Fox & Roach Newark1/16/2019Price change$437,000-2.6%$80BHHS Fox & Roach Newark12/10/2018Listed for sale$448,875-16.7%$82BHHS Fox & Roach-Newark7/2/2007Sold$538,808--$99Public RecordReport issue with price history"
"101 Cook Way, Newark, DE",https://www.zillow.com/homedetails/101-Cook-Way-Newark-DE-19711/72934418_zpid/,03/18/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$370,800","2,750",101 Cook Way,"Newark, DE 19711",19711,3,4,"2,750",,"3/18/2019Sold$370,800-2.4%3/15/2019Listing removed$380,000--12/17/2018Listed for sale$380,000-4.5%8/17/2018Listing removed$398,000--5/24/2018Price change$398,000-2.5%5/23/2018Price change$408,000+2.5%5/20/2018Price change$398,000-2.5%5/1/2018Listed for sale$408,000+16220%10/1/2016Sold$2,500-99.4%Pam Covey7/28/2016Listed for sale$425,000+25%7/20/2011Sold$340,000-6.8%5/8/2011Listed for sale$364,900+7%5/21/2003Sold$341,000+13.7%4/27/2001Sold$300,000--Report issue with price history"
"431 Tree Of Heaven Way, Newark, DE",https://www.zillow.com/homedetails/431-Tree-Of-Heaven-Way-Newark-DE-19713/245969208_zpid/,video iconVideo Walkthrough,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$438,789","3,154",431 Tree Of Heaven Way,"Newark, DE 19713",19713,3.5,3,"3,154",,"DateEventPrice$/sqftSource3/18/2019Sold$438,789-0.3%$139Public Record3/4/2019Pending sale$439,990--$140Long & Foster - Hockessin2/13/2019Price change$439,990-4.3%$140Ryan Homes1/31/2019Price change$459,990-4.2%$146Ryan Homes-DEL10/31/2018Listed for sale$479,990--$152L&F - HockessinReport issue with price history"
"339 Pierce Run, Newark, DE",https://www.zillow.com/homedetails/339-Pierce-Run-Newark-DE-19702/102676406_zpid/,03/15/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$352,900","2,875",339 Pierce Run,"Newark, DE 19702",19702,7,4,"2,875","3,920","DateEventPrice$/sqftSource3/15/2019Sold$352,900-0.8%$123Public Record1/18/2019Pending sale$355,900--$124BHHS Fox & Roach Hockessin-Pike Creek Home Marketing12/3/2018Price change$355,900-0.3%$124BHHS Fox & Roach - Hockessin-Pike Creek Home Marketing9/14/2018Price change$356,900-0.6%$124BHHS Fox & Roach - Hockessin-Pike Creek Home Marketing5/15/2018Price change$359,000-3%$125BHHS Fox & Roach-Hockessin4/3/2018Listed for sale$370,000+36%$129BHHS Fox & Roach-Hockessin10/29/2009Sold$272,000-84.6%$95Public Record7/25/2006Sold$1,761,587--$613Public RecordReport issue with price history"
"37 Anthony Dr, Newark, DE",https://www.zillow.com/homedetails/37-Anthony-Dr-Newark-DE-19702/73040726_zpid/,03/13/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$365,101","2,875",37 Anthony Dr,"Newark, DE 19702",19702,3,4,"2,875","8,276","3/10/2019Sold$365,101-2.6%Michael Aldridge1/30/2019Pending sale$375,000--1/15/2019Price change$375,000-2.6%12/14/2018Price change$385,000-3.7%11/21/2018Listed for sale$399,995+6.7%9/17/2018Listed for sale$375,000+70%5/15/2001Sold$220,616--Report issue with price history"
