Address,Title_link,SaleDate,Thumbnail,SalePrice,Sqft,Street,CityStateZip,Zip,Baths,Beds,Sqft2,LotSize,PriceHistory
"710 S Harmony Rd, Newark, DE",https://www.zillow.com/homedetails/710-S-Harmony-Rd-Newark-DE-19713/73038075_zpid/,04/18/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$175,920","1,916",710 S Harmony Rd,"Newark, DE 19713",19713,2,4,"1,916","8,276","4/17/2019Sold$219,900--Team Endrich3/6/2019Pending sale$219,900--3/6/2019Back on market$219,900--2/23/2019Pending sale$219,900--2/7/2019Listed for sale$219,900+13.9%6/22/2017Sold$193,000+4.3%Chip Hill, Andrea Harrington5/26/2017Listing removed$185,000--5/19/2017Listed for sale$185,000--1/3/2005Sold$185,000+208.3%2/28/2003Sold$60,000--Report issue with price history"
"42 Matthews Rd, Newark, DE",https://www.zillow.com/homedetails/42-Matthews-Rd-Newark-DE-19713/73038367_zpid/,04/18/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$230,000","1,459",42 Matthews Rd,"Newark, DE 19713",19713,2,3,"1,459","7,840","4/12/2019Sold$230,000+2.3%Donna Weed, Matt Fetick Team3/28/2019Listing removed$224,900--3/7/2019Listed for sale$224,900+60.6%11/1/2018Sold$140,000--Report issue with price history"
"71 W Stephen Dr, Newark, DE",https://www.zillow.com/homedetails/71-W-Stephen-Dr-Newark-DE-19713/73036659_zpid/,04/18/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$130,000","1,625",71 W Stephen Dr,"Newark, DE 19713",19713,1.5,4,"1,625","10,018","DateEventPrice$/sqftSource4/18/2019Sold$130,000--$80Public RecordReport issue with price history"
"10 Matthews Rd, Newark, DE",https://www.zillow.com/homedetails/10-Matthews-Rd-Newark-DE-19713/72882937_zpid/,04/15/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$210,000","1,250",10 Matthews Rd,"Newark, DE 19713",19713,1,3,"1,250","9,147","4/12/2019Sold$210,000-4.5%Team Freebery, Peggy Sheehan3/28/2019Listing removed$219,900--1/22/2019Price change$219,900-2.3%10/15/2018Listed for sale$225,000--Report issue with price history"
"724 Harvard Ln, Newark, DE",https://www.zillow.com/homedetails/724-Harvard-Ln-Newark-DE-19711/72931115_zpid/,04/11/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$272,000","1,875",724 Harvard Ln,"Newark, DE 19711",19711,2,4,"1,875","9,147","4/2/2019Sold$272,000-2.8%Andy Mulrine3/5/2019Pending sale$279,900--2/6/2019Price change$279,900+5.6%1/14/2019Listed for sale$265,000+8.6%11/26/2016Listing removed$244,000--10/30/2016Listing removed$1,950--10/22/2016Price change$244,000--9/12/2016Listing removed$1,950--9/1/2016Listed for sale$258,600-2.4%7/30/2016Listing removed$265,000--5/15/2016Listed for sale$265,000--9/4/2015Listing removed$1,790--7/15/2015Listed for rent$1,790+2.3%1/10/2015Listing removed$1,750--10/20/2014Listed for rent$1,750--7/25/2014Listing removed$249,500--11/22/2013Listing removed$1,590--11/22/2013Listed for rent$1,590--11/4/2013Price change$249,500+1.9%3/2/2013Listing removed$244,900--Report issue with price history"
"700 Ilse Dr, Newark, DE",https://www.zillow.com/homedetails/700-Ilse-Dr-Newark-DE-19713/73036660_zpid/,04/05/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$200,000",925,700 Ilse Dr,"Newark, DE 19713",19713,1.5,3,925,"7,840","4/5/2019Sold$200,000-6.8%Andrea Lenzini1/31/2019Listing removed$214,500--12/8/2018Price change$214,500-0.1%10/19/2018Price change$214,8000%10/8/2018Listed for sale$214,900--Report issue with price history"
"22 Georgian Cir, Newark, DE",https://www.zillow.com/homedetails/22-Georgian-Cir-Newark-DE-19711/73035914_zpid/,04/05/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$235,000",800,22 Georgian Cir,"Newark, DE 19711",19711,2.5,4,800,,"DateEventPrice$/sqftSource4/5/2019Sold$235,000--$294Public RecordReport issue with price history"
"37 Millwright Dr, Newark, DE",https://www.zillow.com/homedetails/37-Millwright-Dr-Newark-DE-19711/73034708_zpid/,04/05/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$230,000","1,700",22 Georgian Cir,"Newark, DE 19711",19711,2.5,4,800,,"DateEventPrice$/sqftSource4/5/2019Sold$235,000--$294Public RecordReport issue with price history"
"2014 Pleasant Valley Rd, Newark, DE",https://www.zillow.com/homedetails/2014-Pleasant-Valley-Rd-Newark-DE-19702/72880104_zpid/,04/05/2019,https://photos.zillowstatic.com/p_e/ISaxze43q541ed0000000000.jpg,"$165,000",725,2014 Pleasant Valley Rd,"Newark, DE 19702",19702,1,2,725,,"DateEventPrice$/sqftSource4/5/2019Sold$165,000-5.7%$228Public Record2/26/2019Listing removed$174,900--$241Keller Williams Realty - North Wilmington2/19/2019Pending sale$174,900--$241Keller Williams Realty - North Wilmington11/2/2018Listed for sale$174,900--$241Keller Williams Realty-WilmingReport issue with price history"
"210 Elderfield Rd, Newark, DE",https://www.zillow.com/homedetails/210-Elderfield-Rd-Newark-DE-19713/73038755_zpid/,04/04/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.674454,-75.716338&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=rG8lpEfzFsy4BPqT30VOxFjtzSM=","$108,800",925,210 Elderfield Rd,"Newark, DE 19713",19713,1,3,925,"7,840","4/2/2019Sold$136,000+0.8%Francis (Buddy) Gilson, Robert Miller3/19/2019Listing removed$134,900--3/4/2019Pending sale$134,900--2/22/2019Listed for sale$134,900+3.6%8/7/2018Sold$130,206-12.3%11/20/2009Sold$148,500--Andy MulrineReport issue with price history"
"24 Phyllis Dr, Newark, DE",https://www.zillow.com/homedetails/24-Phyllis-Dr-Newark-DE-19711/73031317_zpid/,video iconVideo Walkthrough,"https://maps.googleapis.com/maps/api/streetview?location=39.698133,-75.698567&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=itB3L5ZCLJ1ZSlU2DFpjwLynctc=","$166,800","1,150",24 Phyllis Dr,"Newark, DE 19711",19711,1,3,"1,150","8,276","4/1/2019Sold$166,800-23%Ross Weiner2/21/2019Pending sale$216,500--10/22/2018Price change$216,500-0.5%9/20/2018Price change$217,500-1.1%8/1/2018Price change$219,900-2.2%6/25/2018Price change$224,900-2.2%6/1/2018Listed for sale$229,900+6.9%9/21/2015Sold$215,000--Ross Weiner8/11/2015Listing removed$215,000--7/15/2015Listed for sale$215,000+79.3%10/31/2001Sold$119,900--Report issue with price history"
"138 Meadowood Dr, Newark, DE",https://www.zillow.com/homedetails/138-Meadowood-Dr-Newark-DE-19711/73028069_zpid/,03/28/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.708507,-75.690522&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=3vBHv06Q_zCXtu3CS8d-83EM80w=","$255,000","2,000",138 Meadowood Dr,"Newark, DE 19711",19711,1.5,4,"2,000","7,405","DateEventPrice$/sqftSource3/28/2019Sold$255,000+2%$128Public Record2/19/2019Listing removed$249,900--$125Patterson-Schwartz Real Estate2/8/2019Listed for sale$249,900--$125Patterson-Schwartz Real EstateReport issue with price history"
"214 Ellsworth Dr, Newark, DE",https://www.zillow.com/homedetails/214-Ellsworth-Dr-Newark-DE-19711/73035356_zpid/,03/27/2019,https://photos.zillowstatic.com/p_e/ISqdz1w9zmq8320000000000.jpg,"$168,000","1,700",214 Ellsworth Dr,"Newark, DE 19711",19711,2,4,"1,700","9,147","DateEventPrice$/sqftSource3/27/2019Sold$168,000-3.2%$99Public Record3/25/2019Listing removed$173,500--$102RE/MAX Associates3/24/2019Back on market$173,500--$102RE/MAX Associates2/26/2019Pending sale$173,500--$102RE/MAX Associates-Suburban2/18/2019Listed for sale$173,500--$102RE/MAX Associates-SuburbanReport issue with price history"
"49 N Old Baltimore Pike, Newark, DE",https://www.zillow.com/homedetails/49-N-Old-Baltimore-Pike-Newark-DE-19702/73040522_zpid/,03/15/2019,https://photos.zillowstatic.com/p_e/IS6qb0qyy0buo91000000000.jpg,"$230,000","1,650",49 N Old Baltimore Pike,"Newark, DE 19702",19702,2,3,"1,650",,"3/15/2019Sold$230,000-2.1%Donna Baldino, Bruce White2/20/2019Pending sale$234,900--2/12/2019Price change$234,9000%1/24/2019Price change$235,000+2.2%1/16/2019Pending sale$229,900--12/10/2018Listed for sale$229,900+194.3%7/13/2018Sold$78,107-1.9%Paul Pantano4/25/2018Sold$79,600-38.8%4/22/2018Listed for sale----2/14/2018Listing removed$130,119+550.6%1/30/2018Listed for sale----6/17/2017Listing removed$20,000--6/1/2017Pending sale$20,000--5/31/2017Price change$20,000-83.3%5/27/2017Listed for sale$120,000-25%9/17/2003Sold$159,900+219.2%8/8/2002Sold$50,100--Report issue with price history"
"343 N Dillwyn Rd, Newark, DE",https://www.zillow.com/homedetails/343-N-Dillwyn-Rd-Newark-DE-19711/73034919_zpid/,03/15/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.689206,-75.711441&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=h7C-awof9rkPSDUuntgi8CpY2Jg=","$243,000","1,675",343 N Dillwyn Rd,"Newark, DE 19711",19711,4,4,"1,675","9,583","3/8/2019Sold$243,000+0%Amanda Burke1/29/2019Pending sale$242,900--12/5/2018Price change$242,900-0.9%10/23/2018Pending sale$245,000+0.9%10/15/2018Back on market$242,900--10/10/2018Pending sale$242,900--9/26/2018Listed for sale$242,900-4.7%9/4/2009Sold$255,000-3.7%7/11/2009Listing removed$264,900--5/29/2009Listed for sale$264,900+52.3%7/31/2002Sold$173,900+10.4%10/31/2001Sold$157,500--Report issue with price history"
"112 Caladium Ln, Newark, DE",https://www.zillow.com/homedetails/112-Caladium-Ln-Newark-DE-19711/73028089_zpid/,03/14/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.709279,-75.690725&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=grPVKswURvoFRtmdZQOipKRJJo8=","$260,000","1,675",112 Caladium Ln,"Newark, DE 19711",19711,2.5,4,"1,675","6,969","3/14/2019Sold$260,000-0.3%Delcollo Salvatore, Bud Thomas3/8/2019Listing removed$260,900--3/1/2019Back on market$260,900--1/22/2019Pending sale$260,900--11/17/2018Listed for sale$260,900--Report issue with price history"
"154 Fairway Rd, Newark, DE",https://www.zillow.com/homedetails/154-Fairway-Rd-Newark-DE-19711/73032762_zpid/,03/11/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$260,000","1,925",154 Fairway Rd,"Newark, DE 19711",19711,3,4,"1,925","7,840","3/11/2019Sold$260,000-3.7%Liz Page-Kramer1/25/2019Listing removed$269,900--1/23/2019Price change$269,900-1.8%12/23/2018Listed for sale$274,900+20%9/16/2010Sold$229,000-2.6%3/13/2010Listed for sale$235,000+17.5%4/29/2005Sold$200,000--Report issue with price history"
"33 W Stephen Dr, Newark, DE",https://www.zillow.com/homedetails/33-W-Stephen-Dr-Newark-DE-19713/73036706_zpid/,03/06/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$175,000","1,650",33 W Stephen Dr,"Newark, DE 19713",19713,1.5,4,"1,650","9,147","DateEventPrice$/sqftSource3/6/2019Sold$175,000+124.4%$106Public Record2/27/2004Sold$78,000--$47Public RecordReport issue with price history"
"144 Spruceglen Dr, Newark, DE",https://www.zillow.com/homedetails/144-Spruceglen-Dr-Newark-DE-19711/73031386_zpid/,03/05/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$218,500","1,675",144 Spruceglen Dr,"Newark, DE 19711",19711,1.5,3,"1,675","6,969","3/5/2019Sold$218,500-5%Robert Miller3/4/2019Listing removed$229,900--1/29/2019Pending sale$229,900--1/8/2019Listed for sale$229,900+17.2%11/7/2017Sold$196,203--Report issue with price history"
"17 Martell Rd, Newark, DE",https://www.zillow.com/homedetails/17-Martell-Rd-Newark-DE-19713/72888549_zpid/,03/04/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$189,900","1,125",17 Martell Rd,"Newark, DE 19713",19713,1,3,"1,125","7,840","2/28/2019Sold$189,900--Mike Riches1/8/2019Pending sale$189,900--12/19/2018Price change$189,900-1.4%11/26/2018Price change$192,500-1.2%11/5/2018Price change$194,900-1.3%10/29/2018Price change$197,500-1.2%10/16/2018Price change$199,900-4.8%10/5/2018Listed for sale$209,900+17.7%8/3/2018Sold$178,352--Report issue with price history"
"1203 Yellowstone Dr, Newark, DE",https://www.zillow.com/homedetails/1203-Yellowstone-Dr-Newark-DE-19713/73037610_zpid/,03/04/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$200,000","1,406",1203 Yellowstone Dr,"Newark, DE 19713",19713,2,4,"1,406","7,840","DateEventPrice$/sqftSource3/4/2019Sold$200,000+1.1%$142Public Record2/8/2019Listing removed$197,900--$141Luke Real Estate1/24/2019Listed for sale$197,900+29.9%$141Luke Real Estate8/30/2018Sold$152,401+11.1%$108Public Record5/9/2018Listing removed$137,181-11.4%$98Auction.com4/24/2018Listed for sale------Auction.com10/20/2003Sold$154,900--$110Public RecordReport issue with price history"
"7 Calgary Rd, Newark, DE",https://www.zillow.com/homedetails/7-Calgary-Rd-Newark-DE-19711/73030531_zpid/,02/28/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$315,000","1,775",7 Calgary Rd,"Newark, DE 19711",19711,3,4,"1,775",,"2/22/2019Sold$315,000-4.5%Chris Black, Julie Allport1/7/2019Pending sale$330,000--10/12/2018Listed for sale$330,000--Report issue with price history"
"122 Flintlock Rd, Newark, DE",https://www.zillow.com/homedetails/122-Flintlock-Rd-Newark-DE-19713/73037842_zpid/,02/28/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$187,900","1,175",122 Flintlock Rd,"Newark, DE 19713",19713,1,3,"1,175","8,276","2/28/2019Sold$187,900-1.1%1/28/2019Listing removed$189,900--11/11/2018Listed for sale$189,900-11.5%10/18/2013Sold$214,500--Linda McKinnonReport issue with price history"
"210 N Dillwyn Rd, Newark, DE",https://www.zillow.com/homedetails/210-N-Dillwyn-Rd-Newark-DE-19711/73034835_zpid/,02/28/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$292,000","1,775",210 N Dillwyn Rd,"Newark, DE 19711",19711,1.5,3,"1,775","9,583","2/27/2019Sold$292,000+108.6%Mary Kate Johnston7/12/2018Listing removed$140,000--7/9/2018Listed for sale$140,000--Report issue with price history"
"605 Webb Rd, Newark, DE",https://www.zillow.com/homedetails/605-Webb-Rd-Newark-DE-19711/72932672_zpid/,02/27/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$290,000","1,900",605 Webb Rd,"Newark, DE 19711",19711,2,4,"1,900",,"2/27/2019Sold$290,000+60.8%9/1/2016Sold$180,299-4.6%Corinne Vainer6/23/2016Listing removed$189,000--5/24/2016Price change$189,000-5%4/6/2016Price change$199,000-6.1%3/19/2016Listed for sale$212,000+28.5%2/29/2016Sold$165,000-17.5%8/21/2013Listed for sale$200,000--Report issue with price history"
