Address,Title_link,SaleDate,Thumbnail,SalePrice,Sqft,Street,CityStateZip,Zip,Baths,Beds,Sqft2,LotSize,PriceHistory
"105 Split Rail Ct, Newark, DE",https://www.zillow.com/homedetails/105-Split-Rail-Ct-Newark-DE-19702/73042629_zpid/,05/28/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$276,000","2,350",105 Split Rail Ct,"Newark, DE 19702",19702,2.5,4,"2,350","9,583","DateEventPrice$/sqftSource5/28/2019Sold$276,000-18.8%$117Public Record5/3/2019Listing removed$339,900--$145Keller Williams Realty - North Wilmington4/12/2019Listed for sale$339,900+18.8%$145Keller Williams Realty - Wilmington8/24/2009Sold$286,000-4.3%$122Public Record6/15/2009Price change$299,000-5.1%$127--5/8/2009Price change$315,000-4.3%$134--4/16/2009Listed for sale$329,000+14.2%$140Owner10/20/2004Sold$288,000--$123Public RecordReport issue with price history"
"18 Flint Hill Dr, Newark, DE",https://www.zillow.com/homedetails/18-Flint-Hill-Dr-Newark-DE-19702/73042070_zpid/,05/24/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$288,000","2,475",18 Flint Hill Dr,"Newark, DE 19702",19702,3,4,"2,475","9,147","DateEventPrice$/sqftSource5/24/2019Sold$288,000+1.1%$116Public Record5/5/2019Pending sale$285,000--$115RE/MAX Edge5/3/2019Back on market$285,000--$115RE/MAX Edge4/24/2019Pending sale$285,000--$115RE/MAX Edge4/18/2019Listed for sale$285,000--$115RE/MAX EdgeReport issue with price history"
"5 Farmhouse Rd, Newark, DE",https://www.zillow.com/homedetails/5-Farmhouse-Rd-Newark-DE-19711/72935492_zpid/,05/24/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$395,000","4,236",5 Farmhouse Rd,"Newark, DE 19711",19711,3,4,"4,236",,"5/23/2019Sold$395,000-3.7%Riggin Group Real Estate4/24/2019Pending sale$410,000--4/12/2019Listed for sale$410,000--Report issue with price history"
"137 Stature Ct, Newark, DE",https://www.zillow.com/homedetails/137-Stature-Ct-Newark-DE-19713/73039758_zpid/,05/24/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$296,400","2,175",137 Stature Ct,"Newark, DE 19713",19713,3,4,"2,175",,"5/24/2019Sold$296,400-1.2%Jason Duncan, Masood Sadiq4/25/2019Pending sale$299,900--3/14/2019Listed for sale$299,900+73.4%1/16/2019Sold$173,000-42.3%12/14/2018Listing removed$299,900--11/28/2018Price change$299,900-3.2%10/23/2018Price change$309,900-1.6%10/8/2018Price change$314,900-4.5%9/7/2018Price change$329,900-5.4%9/6/2018Listed for sale$348,900+59.3%5/24/2007Sold$219,000+44.2%1/2/2001Sold$151,900--Report issue with price history"
"246 E Flagstone Dr, Newark, DE",https://www.zillow.com/homedetails/246-E-Flagstone-Dr-Newark-DE-19702/72879776_zpid/,05/24/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$335,000","2,350",246 E Flagstone Dr,"Newark, DE 19702",19702,4,5,"2,350",,"5/24/2019Sold$335,000+1.5%Alex Groop3/29/2019Listed for sale$329,900+4.7%9/29/2009Sold$315,000-4.5%8/15/2009Price change$329,900--Report issue with price history"
"146 Tall Pines Rd, Newark, DE",https://www.zillow.com/homedetails/146-Tall-Pines-Rd-Newark-DE-19713/72899675_zpid/,05/23/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$230,500","2,200",146 Tall Pines Rd,"Newark, DE 19713",19713,2.5,4,"2,200",,"5/23/2019Sold$230,500+2%Bilal Gondal5/3/2019Listing removed$225,900--4/25/2019Listed for sale$225,900+22.1%5/23/2018Sold$185,000-31.6%2/14/2018Listing removed$270,488+19%1/30/2018Listed for sale$227,2150%10/11/2017Listing removed$227,216-15.5%9/26/2017Listed for sale----12/25/2016Listing removed$269,000--2/29/2016Listed for sale$269,000-3.9%8/17/2005Sold$280,000--Report issue with price history"
"810 N Country Club Dr, Newark, DE",https://www.zillow.com/homedetails/810-N-Country-Club-Dr-Newark-DE-19711/72932637_zpid/,05/20/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$340,000","2,200",810 N Country Club Dr,"Newark, DE 19711",19711,2.5,4,"2,200",,"5/17/2019Sold$340,000+1.5%George Manolakos4/30/2019Listing removed$335,000--4/15/2019Pending sale$335,000--4/11/2019Listed for sale$335,000+43.8%10/31/2014Sold$233,000--Report issue with price history"
"128 Country Flower Rd, Newark, DE",https://www.zillow.com/homedetails/128-Country-Flower-Rd-Newark-DE-19711/73011363_zpid/,05/20/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$397,500","2,300",128 Country Flower Rd,"Newark, DE 19711",19711,2.5,3,"2,300",,"5/15/2019Sold$397,000-0.7%George Manolakos3/27/2019Listing removed$399,900--3/20/2019Listed for sale$399,900--Report issue with price history"
"107 Beech Hill Dr, Newark, DE",https://www.zillow.com/homedetails/107-Beech-Hill-Dr-Newark-DE-19711/73011831_zpid/,05/20/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$410,000","2,625",107 Beech Hill Dr,"Newark, DE 19711",19711,2.5,4,"2,625",,"5/10/2019Sold$410,000+0.1%Megan Hyman3/12/2019Listing removed$409,500--3/8/2019Listed for sale$409,500--Report issue with price history"
"124 W Mill Station Dr, Newark, DE",https://www.zillow.com/homedetails/124-W-Mill-Station-Dr-Newark-DE-19711/72935847_zpid/,05/09/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$350,000","2,575",124 W Mill Station Dr,"Newark, DE 19711",19711,3,5,"2,575",,"5/7/2019Sold$350,000-5.4%Dan Davis5/2/2019Listing removed$369,900--3/20/2019Pending sale$369,900--12/1/2018Listed for sale$369,900--Report issue with price history"
"24 Arizona State Dr, Newark, DE",https://www.zillow.com/homedetails/24-Arizona-State-Dr-Newark-DE-19713/72900036_zpid/,05/06/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$434,500","2,825",24 Arizona State Dr,"Newark, DE 19713",19713,3,4,"2,825",,"5/6/2019Sold$434,500-1%David Muellenberg5/6/2019Listing removed$439,000--3/22/2019Pending sale$439,000--3/22/2019Listed for sale$439,000--Report issue with price history"
"104 Berry Dr, Wilmington, DE",https://www.zillow.com/homedetails/104-Berry-Dr-Wilmington-DE-19808/73027747_zpid/,05/03/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$370,000","2,675",104 Berry Dr,"Wilmington, DE 19808",19808,3,3,"2,675","7,405","4/30/2019Sold$370,000+1.4%Lauren Janes, Debi Thorson4/10/2019Pending sale$364,900--4/10/2019Back on market$364,900--4/8/2019Pending sale$364,900--3/20/2019Price change$364,900-1.4%1/10/2019Price change$369,900-1.6%12/3/2018Price change$375,900-1.1%11/14/2018Price change$379,900-0.8%11/1/2018Listed for sale$382,900+10.3%9/26/2016Sold$347,000-2.2%11/4/2015Listing removed$354,900--7/22/2015Price change$354,900-1.4%5/12/2015Listed for sale$359,900--Report issue with price history"
"18 Revelstone Ct, Newark, DE",https://www.zillow.com/homedetails/18-Revelstone-Ct-Newark-DE-19711/73014650_zpid/,05/03/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$325,000","2,300",18 Revelstone Ct,"Newark, DE 19711",19711,3,4,"2,300",,"5/3/2019Sold$325,000-15.9%4/11/2013Sold$386,500-5.7%Edward Acevedo, Gina McCollum-Crowder3/20/2013Listing removed$410,000--2/7/2013Price change$410,000-2.1%1/24/2013Price change$419,000--12/1/2011Listing removed$2,100--10/22/2011Listed for rent$2,100--7/25/2011Listing removed$2,100--Report issue with price history"
"319 E Silver Fox Rd, Newark, DE",https://www.zillow.com/homedetails/319-E-Silver-Fox-Rd-Newark-DE-19702/73041187_zpid/,05/02/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$355,000","3,575",319 E Silver Fox Rd,"Newark, DE 19702",19702,3,4,"3,575","10,454","5/2/2019Sold$355,000-3.8%Kalpana Joshi3/11/2019Listing removed$369,000--2/17/2019Listed for sale$369,000+50.6%9/17/2002Sold$245,000--Report issue with price history"
"30 Stoddard Dr, Newark, DE",https://www.zillow.com/homedetails/30-Stoddard-Dr-Newark-DE-19702/72880948_zpid/,05/02/2019,"https://maps.googleapis.com/maps/api/staticmap?center=39.623769,-75.767593&zoom=17&size=600x328&maptype=satellite&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=R5kpWaDbqZDtagXxV3HNV305duE=","$325,000","2,000",30 Stoddard Dr,"Newark, DE 19702",19702,3,3,"2,000",,"DateEventPrice$/sqftSource5/2/2019Sold$325,000-7.1%$163Public Record3/25/2019Pending sale$350,000--$175Coldwell Banker Preferred - Delaware Office11/3/2018Listed for sale$350,000+22.8%$175CB Preferred-Wilmington9/6/2011Sold$285,000-1.7%$143Public Record7/20/2011Listing removed$289,900--$145Prudential Fox and Roach6/18/2011Price change$289,900-3.3%$145Prudential Fox and Roach1/23/2011Price change$299,900-7.7%$150Prudential Fox and Roach11/28/2010Listed for sale$324,900--$162Prudential Fox and RoachReport issue with price history"
"22 Arizona State Dr, Newark, DE",https://www.zillow.com/homedetails/22-Arizona-State-Dr-Newark-DE-19713/72900038_zpid/,05/01/2019,https://photos.zillowstatic.com/p_e/ISi7lk9r2hb2791000000000.jpg,"$393,000","2,900",22 Arizona State Dr,"Newark, DE 19713",19713,3,4,"2,900",,"5/1/2019Sold$393,000-1.3%Billie Chubb4/11/2019Pending sale$398,000--2/22/2019Price change$398,000-4.1%1/27/2019Listed for sale$414,900+3.8%10/30/2018Listing removed$399,900--9/21/2018Pending sale$399,900--9/14/2018Price change$399,900-2.4%8/19/2018Listed for sale$409,900+75.2%2/25/2013Sold$234,000-0.4%1/10/2013Listing removed$235,000-14.5%8/9/2012Listing removed$275,000--6/9/2012Listed for sale$275,000-53.7%2/21/2012Sold$593,639+23.7%12/19/2006Sold$480,000--Report issue with price history"
"53 Lochview Dr, Bear, DE",https://www.zillow.com/homedetails/53-Lochview-Dr-Bear-DE-19701/72923197_zpid/,05/01/2019,https://photos.zillowstatic.com/p_e/ISeojjrqzzj7cb0000000000.jpg,"$317,000","3,000",53 Lochview Dr,"Bear, DE 19701",19701,3,4,"3,000","6,534","5/1/2019Sold$317,000-0.9%David Muellenberg4/25/2019Listing removed$319,900--4/24/2019Back on market$319,900--3/20/2019Pending sale$319,900--3/19/2019Price change$319,900+3.2%3/15/2019Listed for sale$309,900-3.1%2/28/2006Sold$319,900--Craig BlondinReport issue with price history"
"1131 Old Coochs Bridge Rd, Newark, DE",https://www.zillow.com/homedetails/1131-Old-Coochs-Bridge-Rd-Newark-DE-19713/72935247_zpid/,05/01/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.651281,-75.746711&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=mjBzHX5meD1HCj3aHV_Fl1R-aQI=","$290,000","2,125",1131 Old Coochs Bridge Rd,"Newark, DE 19713",19713,2,4,"2,125","10,018","5/1/2019Sold$290,000--Nikolina4/30/2019Listing removed$290,000--4/2/2019Price change$290,000+1.8%4/1/2019Pending sale$284,900--3/5/2019Listed for sale$284,900-3.4%9/10/2018Listing removed$294,900--6/1/2018Price change$294,900-3.3%4/30/2018Price change$304,900-3.2%4/3/2018Listed for sale$314,900+12.5%3/10/2005Sold$280,000--Report issue with price history"
"1 Caynor Ct, Newark, DE",https://www.zillow.com/homedetails/1-Caynor-Ct-Newark-DE-19711/73030597_zpid/,04/29/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.701107,-75.736394&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=9IKqsN7lcmyc2Jr10njvlzlhG5Y=","$415,000","2,475",1 Caynor Ct,"Newark, DE 19711",19711,3,4,"2,475",,"DateEventPrice$/sqftSource4/29/2019Sold$415,000--$168Public Record3/11/2019Listing removed$415,000--$168Patterson-Schwartz & Associates2/22/2019Price change$415,000-2.3%$168Patterson-Schwartz Real Estate2/5/2019Listed for sale$424,900--$172Patterson-Schwartz Real EstateReport issue with price history"
"4 Eaton Pl, Newark, DE",https://www.zillow.com/homedetails/4-Eaton-Pl-Newark-DE-19711/73014577_zpid/,video iconVideo Walkthrough,https://photos.zillowstatic.com/p_e/ISe442g3oevfhj0000000000.jpg,"$495,400","4,250",4 Eaton Pl,"Newark, DE 19711",19711,4,5,"4,250",,"DateEventPrice$/sqftSource4/29/2019Sold$495,400-0.7%$117Public Record2/3/2019Listing removed$499,000--$117--11/5/2018Pending sale$499,000--$117--10/21/2018Price change$499,000-0.1%$117--10/20/2018Listed for sale$499,500+4.1%$118Owner4/19/2010Sold$480,000-3.8%$113Public Record3/25/2010Listing removed$499,000--$117Bear2/13/2010Listed for sale$499,000+4.2%$117Bear6/6/2005Sold$479,000--$113Public RecordReport issue with price history"
"13 Spectrum Dr, Newark, DE",https://www.zillow.com/homedetails/13-Spectrum-Dr-Newark-DE-19713/73039618_zpid/,04/24/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.672756,-75.691377&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=PZihNRSTp435titMgU87XLf8l6c=","$239,900","2,011",13 Spectrum Dr,"Newark, DE 19713",19713,2,3,"2,011","6,969","4/19/2019Sold$239,9000%Georgette Balback3/21/2019Pending sale$239,999--3/6/2019Price change$239,999-2%2/15/2019Listed for sale$245,000+44.1%3/28/2005Sold$170,000--Report issue with price history"
"148 Drummond Farms Ln, Newark, DE",https://www.zillow.com/homedetails/148-Drummond-Farms-Ln-Newark-DE-19711/73019144_zpid/,04/22/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.733425,-75.710084&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=yVUVkmjR-5WvYaIjyDaseoUfoY0=","$420,000","3,425",148 Drummond Farms Ln,"Newark, DE 19711",19711,3,4,"3,425",,"4/17/2019Sold$420,000+0%Team Endrich3/6/2019Pending sale$419,900--3/6/2019Back on market$419,900--2/15/2019Pending sale$419,900--1/11/2019Price change$419,900-2%12/5/2018Listed for sale$428,500+13.7%5/8/2014Sold$376,900+0.5%4/3/2014Listing removed$374,900--3/11/2014Price change$374,900-1.3%1/27/2014Listed for sale$379,900-8.4%6/27/2009Listing removed$414,900--11/1/2008Listed for sale$414,900--8/2/2008Listing removed$414,900--7/17/2008Price change$414,900-2.4%6/24/2008Price change$424,900-1.2%5/27/2008Listed for sale$429,900+34.4%2/3/2004Sold$319,900--1/29/2004Sold$319,900+20.8%5/29/2002Sold$264,900--Report issue with price history"
"256 Romney Blvd, Newark, DE",https://www.zillow.com/homedetails/256-Romney-Blvd-Newark-DE-19702/73043482_zpid/,04/22/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$269,000","2,175",256 Romney Blvd,"Newark, DE 19702",19702,3,4,"2,175","8,276","4/22/2019Sold$269,000-2.2%Michael Aldridge4/10/2019Listing removed$275,000--3/6/2019Pending sale$275,000--3/6/2019Back on market$275,000--2/19/2019Pending sale$275,000--2/5/2019Price change$275,000-3.5%12/10/2018Price change$285,000-5%12/3/2018Back on market$299,995--11/27/2018Pending sale$299,995--11/5/2018Listed for sale$299,995+0.2%10/23/2018Price change$299,500-3.4%9/19/2018Listed for sale$310,000--Report issue with price history"
"119 Richards Ln, Newark, DE",https://www.zillow.com/homedetails/119-Richards-Ln-Newark-DE-19711/73030944_zpid/,04/17/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$152,000","15,500",119 Richards Ln,"Newark, DE 19711",19711,,3,"15,500","4,356","4/17/2019Sold$152,000+11592.3%9/13/2013Sold$1,300--Yasmin Bowman9/6/2013Listed for sale$1,300-99.4%5/25/2006Sold$212,000--Report issue with price history"
"12 Tolliver Ct, Newark, DE",https://www.zillow.com/homedetails/12-Tolliver-Ct-Newark-DE-19702/73042919_zpid/,04/15/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$309,900","2,325",12 Tolliver Ct,"Newark, DE 19702",19702,2.5,4,"2,325",,"4/15/2019Sold$309,900--2/18/2019Sold$309,900--Vess Hipp, Curtis Tyler2/4/2019Price change$309,900-1.6%1/7/2019Listed for sale$315,000+152.1%7/12/2010Sold$124,950-61.6%8/27/2007Sold$325,000--Report issue with price history"
"40 Arizona State Dr, Newark, DE",https://www.zillow.com/homedetails/40-Arizona-State-Dr-Newark-DE-19713/72899990_zpid/,04/09/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$360,000","2,025",40 Arizona State Dr,"Newark, DE 19713",19713,3,3,"2,025",,"3/29/2019Sold$360,000+1.4%George Manolakos2/11/2019Listing removed$354,900--2/7/2019Listed for sale$354,900+1.4%11/21/2018Listing removed$349,900--10/31/2018Price change$349,900-2.8%8/20/2018Price change$359,900-2.7%6/4/2018Price change$369,900-2.6%3/29/2018Listed for sale$379,900--Report issue with price history"
"29 Lyric Dr, Newark, DE",https://www.zillow.com/homedetails/29-Lyric-Dr-Newark-DE-19702/72890827_zpid/,04/03/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$265,000","2,550",29 Lyric Dr,"Newark, DE 19702",19702,1.5,3,"2,550",,"4/3/2019Sold$265,000-7%Dave Iliff3/25/2019Listing removed$285,000--10/28/2018Listed for sale$285,000--Report issue with price history"
"619 Timber Wood Blvd, Newark, DE",https://www.zillow.com/homedetails/619-Timber-Wood-Blvd-Newark-DE-19702/73041018_zpid/,04/03/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$350,000","2,425",619 Timber Wood Blvd,"Newark, DE 19702",19702,3,4,"2,425",,"3/18/2019Sold$350,000+0%Paul S. Enderle, CRS1/25/2019Pending sale$349,900--11/13/2018Listed for sale$349,900--Report issue with price history"
"48 Lakewood Cir, Newark, DE",https://www.zillow.com/homedetails/48-Lakewood-Cir-Newark-DE-19711/73011185_zpid/,03/25/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$429,000","2,950",48 Lakewood Cir,"Newark, DE 19711",19711,3,4,"2,950",,"3/22/2019Sold$429,000--Debbie Baker, Madeline Dobbs3/21/2019Listing removed$429,000--2/21/2019Pending sale$429,000--1/11/2019Listed for sale$429,000--Report issue with price history"
"5 Yorktown Ct, Newark, DE",https://www.zillow.com/homedetails/5-Yorktown-Ct-Newark-DE-19702/72917108_zpid/,03/25/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$291,500","2,150",5 Yorktown Ct,"Newark, DE 19702",19702,2.5,4,"2,150","8,276","DateEventPrice$/sqftSource3/25/2019Sold$291,500+0.5%$136Public Record1/3/2019Listing removed$289,999--$135Patterson-Schwartz Real Estate11/26/2018Price change$289,999-3.3%$135Patterson-Schwartz Real Estate10/22/2018Price change$299,999-3.2%$140Patterson-Schwartz Real Estate10/11/2018Listed for sale$309,999--$144Patterson-Schwartz Real EstateReport issue with price history"
